Address,Token-Value
0x47e2c8fa3df0d1d043e00fe7e60ee4f3873fa3e0,['ETH_HEX (HEX)_0x2b591e99afe9f32eaa6214f7b7629768c40eeb39:$0.2166']
0x47f5b853d00fa5e78c3ffa8ac836cc423f3c6f7a,"['ETH_Livepeer Token (LPT)_0x58b6a8a3302369daec383334672404ee733ab239:$21.54', 'ETH_OMG Network (OMG)_0xd26114cd6ee289accf82350c8d8487fedb8a0c07:$0.7897', 'ETH_PYRO Network (PYRO)_0x14409b0fc5c7f87b5dad20754fe22d29a3de8217:$0.3161', 'ETH_HEX (HEX)_0x2b591e99afe9f32eaa6214f7b7629768c40eeb39:$0.2156', 'ETH_Streamr (old) (XDATA)_0x0cf0ee63788a0849fe5297f3407f701e122cc023:$0.1505', 'POL_iNFTspaceToken (INS)_0xb988bd378a0754957d5d9471c96e0f8051645a26:$0.50']"
0x48002230b888946ebf54864d9719bcd8fa011796,"['ETH_USDC (USDC)_0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48:$1,019,820.51', 'ETH_Tether USD (USDT)_0xdac17f958d2ee523a2206206994597c13d831ec7:$36,778.58']"
0x48033f79e49bba0cc01414427024d2ba12b128d3,"['AVAX_Avalanche (AVAX)_0x48033f79e49bba0cc01414427024d2ba12b128d3:$174,026.62', 'ARB_Arbitrum (ARB)_0x912ce59144191c1204e64559fe8253a0e49e6548:$31,362.12', 'ARB_Ether (ETH)_0x48033f79e49bba0cc01414427024d2ba12b128d3:$32.56']"
0x4812fa9b94425409b98612ed57e3e7bdbb5c3e48,"['ETH_Livepeer Token (LPT)_0x58b6a8a3302369daec383334672404ee733ab239:$24.57', 'ETH_HEX (HEX)_0x2b591e99afe9f32eaa6214f7b7629768c40eeb39:$0.2159', 'POL_iNFTspaceToken (INS)_0xb988bd378a0754957d5d9471c96e0f8051645a26:$0.50']"
0x48156d21860281a9128d83085c96c2dc768efaef,"['ETH_Tether USD (USDT)_0xdac17f958d2ee523a2206206994597c13d831ec7:$2,088,023.57', 'ETH_MultiVAC (MTV)_0x6226e00bcac68b0fe55583b90a1d727c14fab77f:$1']"
0x48282b1a9e9e46c96fb254379400e3d85620e4c8,"['ETH_Ethereum Name Service (ENS)_0xc18360217d8f7ab5e7c516566761ea12ce7f9d72:$1,994,423.54', 'ETH_Illuvium (ILV)_0x767fe9edc9e0df98e07454847909b5e959d7ca0e:$1,796,079.3', 'ETH_Yield Guild Games Token (YGG)_0x25f8087ead173b73d6e8b84329989a8eea16cf73:$970,431.28', 'ETH_Storj (STORJ)_0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac:$922,421.55', 'ETH_SSV Token (SSV)_0x9d65ff81a3c488d585bbfb0bfe3c7707c7917f54:$605,211.34', 'ETH_Big Time (BIGTIME)_0x64bc2ca1be492be7185faa2c8835d9b824c8a194:$554,739.5', 'ETH_Curve DAO Token (CRV)_0xd533a949740bb3306d119cc777fa900ba034cd52:$439,809.35', 'ETH_Aavegotchi GHST Token (GHST)_0x3f382dbd960e3a9bbceae22651e88158d2791550:$267,083.84', 'ETH_Forta (FORT)_0x41545f8b9472d758bb669ed8eaeeecd7a9c4ec29:$199,263.58', 'ETH_Biconomy Token (BICO)_0xf17e65822b568b3903685a7c9f496cf7656cc6c2:$94,000.44', 'ETH_LQTY (LQTY)_0x6dea81c8171d0ba574754ef6f8b412f2ed88c54d:$22,875.63', 'ETH_Frax Share (FXS)_0x3432b6a60d23ca0dfca7761b7ab56459d9c964d0:$4,356.26', 'ETH_SAITABIT (SAITABIT)_0x927402ab67c0cda3c187e9dfe34554ac581441f2:$0.6499']"
0x48418dba9e693a812a057443ed145c30b400cf34,"['ETH_Livepeer Token (LPT)_0x58b6a8a3302369daec383334672404ee733ab239:$21.97', 'ETH_Streamr (old) (XDATA)_0x0cf0ee63788a0849fe5297f3407f701e122cc023:$15.23', 'ETH_HEX (HEX)_0x2b591e99afe9f32eaa6214f7b7629768c40eeb39:$0.2156', 'POL_iNFTspaceToken (INS)_0xb988bd378a0754957d5d9471c96e0f8051645a26:$0.50']"
0x4848f4a9fc0cc4f7366a1249987fb3a61abdafdf,"['ETH_Aave Token (AAVE)_0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9:$1,544.96', 'ETH_ChainLink Token (LINK)_0x514910771af9ca656af840dff83e8264ecf986ca:$1,460.64', 'ETH_SAND (SAND)_0x3845badade8e6dff049820680d1f14bd3903a5d0:$356.3', 'ETH_Decentraland (MANA)_0x0f5d2fb29fb7d3cfee444a200298f468908cc942:$227.4', 'ETH_Livepeer Token (LPT)_0x58b6a8a3302369daec383334672404ee733ab239:$24.09', 'ETH_HEX (HEX)_0x2b591e99afe9f32eaa6214f7b7629768c40eeb39:$0.2159', 'BSC_Binance-Peg Avalanche Token (AVAX)_0x1ce0c2827e2ef14d5c4f29a091d735a204794041:$938.2', 'BSC_Fantom (FTM)_0xad29abb318791d579433d831ed122afeaf29dcfe:$894.37', 'BSC_Binance-Peg Axie Infinity Shard Token (AXS)_0x715d400f88c167884bbcc41c5fea407ed4d2f8a0:$475.99', 'BSC_MultiVAC (MTV)_0x8aa688ab789d1848d131c65d98ceaa8875d97ef1:$0.1004', 'BSC_BNB Chain (BNB)_0x4848f4a9fc0cc4f7366a1249987fb3a61abdafdf:$0.000305', 'POL_Polygon (POL)_0x4848f4a9fc0cc4f7366a1249987fb3a61abdafdf:$2,011.12', 'POL_iNFTspaceToken (INS)_0xb988bd378a0754957d5d9471c96e0f8051645a26:$1', 'ARB_Ether (ETH)_0x4848f4a9fc0cc4f7366a1249987fb3a61abdafdf:$1,495.47']"
0x48594a44fa292958526d56f27b92e3d24687d712,"['ETH_Uniswap (UNI)_0x1f9840a85d5af5bf1d1762f925bdaddc4201f984:$73,697.64', 'ETH_ChronoBase (TIK)_0x0922f1d808adc3a4444bed2f73fac53a1a2a5859:$0.3098', 'POL_iNFTspaceToken (INS)_0xb988bd378a0754957d5d9471c96e0f8051645a26:$0.50']"
0x4863d57806d7872de6dad21e5c6f95d6e00a8ac6,"['ETH_Livepeer Token (LPT)_0x58b6a8a3302369daec383334672404ee733ab239:$22.49', 'ETH_OMG Network (OMG)_0xd26114cd6ee289accf82350c8d8487fedb8a0c07:$12.11', 'ETH_Streamr (old) (XDATA)_0x0cf0ee63788a0849fe5297f3407f701e122cc023:$2.31', 'POL_iNFTspaceToken (INS)_0xb988bd378a0754957d5d9471c96e0f8051645a26:$0.4991']"
0x486a28815a35a637e3f668783fb8538af1a4459f,"['ETH_Zilliqa (ZIL)_0x05f4a42e251f2d52b8ed15e9fedaacfcef1fad27:$7,573.78', 'ETH_FunFair (FUN)_0x419d0d8bdd9af5e606ae2232ed285aff190e711b:$467.46', 'ETH_Dragon (DRGN)_0x419c4db4b9e25d6db2ad9691ccb832c8d9fda05e:$380.54', 'ETH_GATE (GATE)_0x9d7630adf7ab0b0cb00af747db76864df0ec82e4:$58.4', 'ETH_Livepeer Token (LPT)_0x58b6a8a3302369daec383334672404ee733ab239:$23.5', 'ETH_Raiden (RDN)_0x255aa6df07540cb5d3d297f0d0d4d84cb52bc8e6:$8.99', 'ETH_Streamr (old) (XDATA)_0x0cf0ee63788a0849fe5297f3407f701e122cc023:$7.78', 'ETH_Pluton (PLU)_0xd8912c10681d8b21fd3742244f44658dba12264e:$1.82', 'ETH_HEX (HEX)_0x2b591e99afe9f32eaa6214f7b7629768c40eeb39:$0.2105', 'POL_iNFTspaceToken (INS)_0xb988bd378a0754957d5d9471c96e0f8051645a26:$0.4999']"
0x487167067181577543f1a47f025624d704e22bc4,['ETH_Livepeer Token (LPT)_0x58b6a8a3302369daec383334672404ee733ab239:$22.5']
0x4881efefdd93ca7a223c17cc652f41c9bfe0f582,"['ETH_Livepeer Token (LPT)_0x58b6a8a3302369daec383334672404ee733ab239:$22.63', 'ETH_OMG Network (OMG)_0xd26114cd6ee289accf82350c8d8487fedb8a0c07:$5.18', 'ETH_Streamr (old) (XDATA)_0x0cf0ee63788a0849fe5297f3407f701e122cc023:$0.9873', 'ETH_HEX (HEX)_0x2b591e99afe9f32eaa6214f7b7629768c40eeb39:$0.212', 'POL_iNFTspaceToken (INS)_0xb988bd378a0754957d5d9471c96e0f8051645a26:$0.4991']"
0x4889de78304826faf170642322723960637a28a6,"['ETH_ChainLink Token (LINK)_0x514910771af9ca656af840dff83e8264ecf986ca:$854,760.92', 'POL_iNFTspaceToken (INS)_0xb988bd378a0754957d5d9471c96e0f8051645a26:$0.50']"
0x48953f20d6f3d43bf7f1cc7a2f0616e083898a08,"['ETH_Tether USD (USDT)_0xdac17f958d2ee523a2206206994597c13d831ec7:$209,375.41']"
0x489ac8ee86b316383a4d6107280a167315be5d48,"['ETH_Decentraland (MANA)_0x0f5d2fb29fb7d3cfee444a200298f468908cc942:$143,049.65', 'ETH_Livepeer Token (LPT)_0x58b6a8a3302369daec383334672404ee733ab239:$16,857.77']"
0x48a74e18b38b153c54dd4f7c0c9f9f112a83a4ee,"['ETH_Livepeer Token (LPT)_0x58b6a8a3302369daec383334672404ee733ab239:$21.78', 'ETH_HEX (HEX)_0x2b591e99afe9f32eaa6214f7b7629768c40eeb39:$0.2157', 'POL_iNFTspaceToken (INS)_0xb988bd378a0754957d5d9471c96e0f8051645a26:$0.50']"
0x48bb401bae8e3dc6aa61969bc01b07449afb021b,"['ETH_OMG Network (OMG)_0xd26114cd6ee289accf82350c8d8487fedb8a0c07:$23.9', 'ETH_Livepeer Token (LPT)_0x58b6a8a3302369daec383334672404ee733ab239:$22.9', 'ETH_Streamr (old) (XDATA)_0x0cf0ee63788a0849fe5297f3407f701e122cc023:$4.52', 'ETH_HEX (HEX)_0x2b591e99afe9f32eaa6214f7b7629768c40eeb39:$0.2166']"
0x48bbf1c68037bf35b0eb090f1b5e0fa52f690502,"['ETH_USDC (USDC)_0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48:$13,227.65', 'ETH_SushiToken (SUSHI)_0x6b3595068778dd592e39a122f4f5a5cf09c90fe2:$0.4093']"
0x48c17cc0f155338132b3557d960e5b6aae4fea5e,"['BSC_Binance-Peg BSC-USD (BSC-USD)_0x55d398326f99059ff775485246999027b3197955:$16,850.4', 'BSC_BNB Chain (BNB)_0x48c17cc0f155338132b3557d960e5b6aae4fea5e:$156.24', 'BSC_MultiVAC (MTV)_0x8aa688ab789d1848d131c65d98ceaa8875d97ef1:$0.1003', 'AVAX_Avalanche (AVAX)_0x48c17cc0f155338132b3557d960e5b6aae4fea5e:$1.66']"
0x48f055d35420ab8eba40cdb528a4154377d1b48e,"['ETH_Livepeer Token (LPT)_0x58b6a8a3302369daec383334672404ee733ab239:$23.31', 'ETH_HEX (HEX)_0x2b591e99afe9f32eaa6214f7b7629768c40eeb39:$0.2166']"
0x48f73dc45bd3714e8c79a93d7619a737260facfd,"['ETH_USDC (USDC)_0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48:$5,596.8', 'ETH_BNB (BNB)_0xb8c77482e45f1f44de1745f52c74426c631bdd52:$1,289.22', 'ETH_Tether USD (USDT)_0xdac17f958d2ee523a2206206994597c13d831ec7:$553.55', 'ETH_Livepeer Token (LPT)_0x58b6a8a3302369daec383334672404ee733ab239:$22.93', 'ETH_LoopringCoin V2 (LRC)_0xbbbbca6a901c926f240b89eacb641d8aec7aeafd:$0.7072', 'ETH_Streamr (old) (XDATA)_0x0cf0ee63788a0849fe5297f3407f701e122cc023:$0.1004', 'BSC_Poollotto.finance (PLT)_0x631c2f0edabac799f07550aee4ff0bf7fd35212b:$2.64']"
0x48f883e567b436a27bb5a3124dbc84dec775a800,"['ETH_Livepeer Token (LPT)_0x58b6a8a3302369daec383334672404ee733ab239:$23.77', 'ETH_OMG Network (OMG)_0xd26114cd6ee289accf82350c8d8487fedb8a0c07:$15.41', 'ETH_Streamr (old) (XDATA)_0x0cf0ee63788a0849fe5297f3407f701e122cc023:$2.94', 'ETH_HEX (HEX)_0x2b591e99afe9f32eaa6214f7b7629768c40eeb39:$0.2156']"
0x49022d9719cf6526cead928ca9a7e12e932f2c63,"['ETH_USDC (USDC)_0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48:$1,577,857.29', 'ETH_Tether USD (USDT)_0xdac17f958d2ee523a2206206994597c13d831ec7:$475.81', 'ETH_BAT (BAT)_0x0d8775f648430679a709e98d2b0cb6250d2887ef:$25.16', 'ETH_Dai Stablecoin (DAI)_0x6b175474e89094c44da98b954eedeac495271d0f:$17.3', 'ETH_ChainLink Token (LINK)_0x514910771af9ca656af840dff83e8264ecf986ca:$1.87', 'BSC_Lunar Doge (LDOGE)_0x1eca0f549ef9b42fa1933e70a15b2db437ab0a84:$15,301.16']"
0x491561db8b6fafb9007e62d050c282e92c4b6bc8,"['ETH_OMG Network (OMG)_0xd26114cd6ee289accf82350c8d8487fedb8a0c07:$584.29', 'ETH_Streamr (old) (XDATA)_0x0cf0ee63788a0849fe5297f3407f701e122cc023:$112.83', 'ETH_Livepeer Token (LPT)_0x58b6a8a3302369daec383334672404ee733ab239:$21.87', 'ETH_HEX (HEX)_0x2b591e99afe9f32eaa6214f7b7629768c40eeb39:$2.17', 'ETH_Alchemy (ACH)_0xed04915c23f00a313a544955524eb7dbd823143d:$0.1058', 'POL_iNFTspaceToken (INS)_0xb988bd378a0754957d5d9471c96e0f8051645a26:$0.50', 'BSC_Alchemy (ACH)_0xbc7d6b50616989655afd682fb42743507003056d:$0.2119', 'LINEA_Ether (ETH)_0x491561db8b6fafb9007e62d050c282e92c4b6bc8:$0.047996', 'ZKSYNC_Ether (ETH)_0x491561db8b6fafb9007e62d050c282e92c4b6bc8:$0.041997', 'BASE_Ether (ETH)_0x491561db8b6fafb9007e62d050c282e92c4b6bc8:$0.034081']"
0x4920f22b632bfaa40af8d39c31d9607809485952,"['ETH_Alchemy (ACH)_0xed04915c23f00a313a544955524eb7dbd823143d:$0.1057', 'BSC_Alchemy (ACH)_0xbc7d6b50616989655afd682fb42743507003056d:$0.2121']"
0x49301c7b3f7c2bc1f6a232af767bcba8372f73c1,"['ETH_Banana (BANANA)_0x38e68a37e401f7271568cecaac63c6b1e19130b4:$233,175.58', 'ETH_Ethereum Name Service (ENS)_0xc18360217d8f7ab5e7c516566761ea12ce7f9d72:$139,876.94', 'ETH_Aave Token (AAVE)_0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9:$14,404.14', 'ETH_Synthetix Network Token (SNX)_0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f:$11,616.92', 'ETH_OKB (OKB)_0x75231f58b43240c9718dd58b4967c5114342a86c:$8,596.26', 'ETH_Aevo (AEVO)_0xb528edbef013aff855ac3c50b381f253af13b997:$6,560.15', 'ETH_Gravity (G)_0x9c7beba8f6ef6643abd725e45a4e8387ef260649:$5,029.65', 'ETH_ChainLink Token (LINK)_0x514910771af9ca656af840dff83e8264ecf986ca:$4,989.64', 'ETH_Wrapped TON Coin (TONCOIN)_0x582d872a1b094fc48f5de31d3b73f2d9be47def1:$4,365.69', 'ETH_MANTRA DAO (OM)_0x3593d125a4f7849a1b059e64f4517a86dd60c95d:$3,968.5', 'ETH_Frax Share (FXS)_0x3432b6a60d23ca0dfca7761b7ab56459d9c964d0:$1,264.72', 'ETH_Illuvium (ILV)_0x767fe9edc9e0df98e07454847909b5e959d7ca0e:$1,264.14', 'ETH_SAITABIT (SAITABIT)_0x927402ab67c0cda3c187e9dfe34554ac581441f2:$0.6113', 'BSC_Lunar Doge (LDOGE)_0x1eca0f549ef9b42fa1933e70a15b2db437ab0a84:$15,435.43']"
0x49341518acd333de9be3b3fe6c01aec4ab899dad,['ETH_Tether USD (USDT)_0xdac17f958d2ee523a2206206994597c13d831ec7:$25.07']
0x494256e99b0f9cd6e5ebca3899863252900165c8,"['ETH_OMG Network (OMG)_0xd26114cd6ee289accf82350c8d8487fedb8a0c07:$272.72', 'ETH_Streamr (old) (XDATA)_0x0cf0ee63788a0849fe5297f3407f701e122cc023:$52.67', 'ETH_Livepeer Token (LPT)_0x58b6a8a3302369daec383334672404ee733ab239:$23.39', 'ETH_HEX (HEX)_0x2b591e99afe9f32eaa6214f7b7629768c40eeb39:$2.17', 'ETH_Alchemy (ACH)_0xed04915c23f00a313a544955524eb7dbd823143d:$0.1055', 'POL_iNFTspaceToken (INS)_0xb988bd378a0754957d5d9471c96e0f8051645a26:$0.50', 'BSC_Alchemy (ACH)_0xbc7d6b50616989655afd682fb42743507003056d:$0.2119']"
0x494a9eba988b4bf109bdba8416133a8536cb55a0,['POL_iNFTspaceToken (INS)_0xb988bd378a0754957d5d9471c96e0f8051645a26:$0.50']
0x4957e1b84c2ce7aa80497bc761b721c3a8c5e69f,['POL_iNFTspaceToken (INS)_0xb988bd378a0754957d5d9471c96e0f8051645a26:$0.50']
0x496011821730da38f78817b5620cc43a15cf7f6f,"['ETH_Streamr (old) (XDATA)_0x0cf0ee63788a0849fe5297f3407f701e122cc023:$13.14', 'ETH_HEX (HEX)_0x2b591e99afe9f32eaa6214f7b7629768c40eeb39:$0.2159', 'POL_iNFTspaceToken (INS)_0xb988bd378a0754957d5d9471c96e0f8051645a26:$0.4997']"
0x4960df5afc6e311e8668419499d7f701531ae556,"['ETH_Livepeer Token (LPT)_0x58b6a8a3302369daec383334672404ee733ab239:$22.25', 'POL_iNFTspaceToken (INS)_0xb988bd378a0754957d5d9471c96e0f8051645a26:$0.4998']"
0x4968a2cedb457555a139295aea28776e54003c87,"['ETH_OMG Network (OMG)_0xd26114cd6ee289accf82350c8d8487fedb8a0c07:$167.69', 'ETH_Streamr (old) (XDATA)_0x0cf0ee63788a0849fe5297f3407f701e122cc023:$32.06', 'ETH_Livepeer Token (LPT)_0x58b6a8a3302369daec383334672404ee733ab239:$23.56', 'ETH_HEX (HEX)_0x2b591e99afe9f32eaa6214f7b7629768c40eeb39:$0.2167', 'POL_iNFTspaceToken (INS)_0xb988bd378a0754957d5d9471c96e0f8051645a26:$0.50']"
0x4969f27cdab1d03307f31e5b9a61fc86b4069cbd,"['ETH_Livepeer Token (LPT)_0x58b6a8a3302369daec383334672404ee733ab239:$24.03', 'ETH_OMG Network (OMG)_0xd26114cd6ee289accf82350c8d8487fedb8a0c07:$10.64', 'ETH_Streamr (old) (XDATA)_0x0cf0ee63788a0849fe5297f3407f701e122cc023:$2.03']"
0x496e319592b341eaccd778dda7c8196d54cac775,"['ETH_OMG Network (OMG)_0xd26114cd6ee289accf82350c8d8487fedb8a0c07:$181.58', 'ETH_Streamr (old) (XDATA)_0x0cf0ee63788a0849fe5297f3407f701e122cc023:$34.71', 'ETH_Livepeer Token (LPT)_0x58b6a8a3302369daec383334672404ee733ab239:$23.19', 'ETH_HEX (HEX)_0x2b591e99afe9f32eaa6214f7b7629768c40eeb39:$0.4335', 'POL_iNFTspaceToken (INS)_0xb988bd378a0754957d5d9471c96e0f8051645a26:$0.50']"
0x4972948ab1b356c2e0684db2fb6f816882795a1a,"['ETH_Tether USD (USDT)_0xdac17f958d2ee523a2206206994597c13d831ec7:$1,047,544.23', 'ETH_USDC (USDC)_0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48:$400,202.8', 'ETH_HAPI (HAPI)_0xd9c2d319cd7e6177336b0a9c93c21cb48d84fb54:$7,312', 'BSC_Binance-Peg BSC-USD (BSC-USD)_0x55d398326f99059ff775485246999027b3197955:$15,033.83', 'BSC_Poollotto.finance (PLT)_0x631c2f0edabac799f07550aee4ff0bf7fd35212b:$2.67', 'POL_Polygon (POL)_0x4972948ab1b356c2e0684db2fb6f816882795a1a:$0.156099']"
0x498f127b07df5dcf90cbce5083d756e8a44281eb,['ETH_Livepeer Token (LPT)_0x58b6a8a3302369daec383334672404ee733ab239:$24.71']
0x499b628441903598f68ac97f62bb817882938246,['ETH_SSV Token (SSV)_0x9d65ff81a3c488d585bbfb0bfe3c7707c7917f54:$279.06']
0x499b6eb4f406815fdc13fbd0ad3e6b0cedd0be62,"['ETH_Aave Token (AAVE)_0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9:$107,407.17', 'ETH_Render Token (RNDR)_0x6de037ef9ad2725eb40118bb1702ebb27e4aeb24:$75,485.89', 'ETH_ChainLink Token (LINK)_0x514910771af9ca656af840dff83e8264ecf986ca:$53,199.88', 'ETH_Ondo (ONDO)_0xfaba6f8e4a5e8ab82f62fe7c39859fa577269be3:$22,857.54', 'ETH_Immutable X (IMX)_0xf57e7e7c23978c3caec3c3548e3d615c346e79ff:$21,444.41', 'ETH_Injective Token (INJ)_0xe28b3b32b6c345a34ff64674606124dd5aceca30:$14,877.33', 'ETH_Fantom Token (FTM)_0x4e15361fd6b4bb609fa63c81a2be19d873717870:$8,009.82', 'ETH_Matic Token (MATIC)_0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0:$7,778.76', 'ETH_PYR Token (PYR)_0x430ef9263e76dae63c84292c3409d61c598e9682:$6,981.5', 'ETH_Big Time (BIGTIME)_0x64bc2ca1be492be7185faa2c8835d9b824c8a194:$6,073.31', 'ETH_StatusNetwork (SNT)_0x744d70fdbe2ba4cf95131626614a1763df805b9e:$4,953.17', 'ETH_Uniswap (UNI)_0x1f9840a85d5af5bf1d1762f925bdaddc4201f984:$4,408.97', 'ETH_Lido DAO Token (LDO)_0x5a98fcbea516cf06857215779fd812ca3bef1b32:$3,450.93', 'ETH_Ethereum Name Service (ENS)_0xc18360217d8f7ab5e7c516566761ea12ce7f9d72:$3,100.47', 'ETH_Audius (AUDIO)_0x18aaa7115705e8be94bffebde57af9bfc265b998:$2,704.66', 'ETH_Livepeer Token (LPT)_0x58b6a8a3302369daec383334672404ee733ab239:$2,499.42', 'ETH_SAND (SAND)_0x3845badade8e6dff049820680d1f14bd3903a5d0:$2,373.85', 'ETH_Illuvium (ILV)_0x767fe9edc9e0df98e07454847909b5e959d7ca0e:$2,025.36', 'ETH_Rocket Pool (RPL)_0xd33526068d116ce69f19a9ee46f0bd304f21a51f:$2,018.13', 'ETH_Convex Token (CVX)_0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b:$1,908.45', 'ETH_Quant (QNT)_0x4a220e6096b25eadb88358cb44068a3248254675:$1,819.58', 'ETH_Graph Token (GRT)_0xc944e90c64b2c07662a292be6244bdf05cda44a7:$1,015.3', 'ETH_chiliZ (CHZ)_0x3506424f91fd33084466f402d5d97f05f8e3b4af:$987.77', 'ETH_EnjinCoin (ENJ)_0xf629cbd94d3791c9250152bd8dfbdf380e2a3b9c:$893.71', 'ETH_Gala (GALA)_0xd1d2eb1b1e90b638588728b4130137d262c87cae:$806.74', 'ETH_Decentraland (MANA)_0x0f5d2fb29fb7d3cfee444a200298f468908cc942:$797.87', 'ETH_BAT (BAT)_0x0d8775f648430679a709e98d2b0cb6250d2887ef:$515.53', 'ETH_Curve DAO Token (CRV)_0xd533a949740bb3306d119cc777fa900ba034cd52:$342.24', 'ETH_XCAD Token (XCAD)_0x7659ce147d0e714454073a5dd7003544234b6aa0:$212.4', 'ETH_Reputation (REP)_0x1985365e9f78359a9b6ad760e32412f4a445e862:$167.23', 'ETH_LoopringCoin V2 (LRC)_0xbbbbca6a901c926f240b89eacb641d8aec7aeafd:$141.49', 'ETH_Bancor (BNT)_0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c:$111.17', 'ETH_SAITABIT (SAITABIT)_0x927402ab67c0cda3c187e9dfe34554ac581441f2:$0.6007', 'AVAX_Avalanche (AVAX)_0x499b6eb4f406815fdc13fbd0ad3e6b0cedd0be62:$18,570.1', 'POL_Polygon (POL)_0x499b6eb4f406815fdc13fbd0ad3e6b0cedd0be62:$9,437.46', 'POL_USD Coin (USDC)_0x3c499c542cef5e3811e1192ce70d8cc03d5c3359:$200.2', 'POL_USD Coin (PoS) (USDC.E)_0x2791bca1f2de4661ed88a30c99a7a9449aa84174:$99.3', 'BSC_SeedifyFund (SFUND)_0x477bc8d23c634c154061869478bce96be6045d12:$4,001.6', 'ARB_Arbitrum (ARB)_0x912ce59144191c1204e64559fe8253a0e49e6548:$2,784.87', 'BASE_USDC (USDC)_0x833589fcd6edb6e08f4c7c32d4f71b54bda02913:$222.22']"
0x49a1dc92cff9e8aefdedce8926b5fb3e15c7e0c2,['POL_iNFTspaceToken (INS)_0xb988bd378a0754957d5d9471c96e0f8051645a26:$0.4998']
0x49a4927ce53d8de043437ba881b9336b0af07516,['POL_iNFTspaceToken (INS)_0xb988bd378a0754957d5d9471c96e0f8051645a26:$0.50']
0x49a928401d0b14e060091fb7b564605aea6ee525,"['ETH_Livepeer Token (LPT)_0x58b6a8a3302369daec383334672404ee733ab239:$23.64', 'ETH_OMG Network (OMG)_0xd26114cd6ee289accf82350c8d8487fedb8a0c07:$10.64', 'ETH_Streamr (old) (XDATA)_0x0cf0ee63788a0849fe5297f3407f701e122cc023:$2.03', 'POL_iNFTspaceToken (INS)_0xb988bd378a0754957d5d9471c96e0f8051645a26:$0.4991']"
0x49b358f0fb28606bc040df582edc3b2207e60d10,"['ETH_Livepeer Token (LPT)_0x58b6a8a3302369daec383334672404ee733ab239:$22.29', 'POL_iNFTspaceToken (INS)_0xb988bd378a0754957d5d9471c96e0f8051645a26:$0.50']"
0x49be8a0773824e2917f4baccebbdf298e7cf27bd,"['ETH_HEX (HEX)_0x2b591e99afe9f32eaa6214f7b7629768c40eeb39:$2.17', 'ETH_Alchemy (ACH)_0xed04915c23f00a313a544955524eb7dbd823143d:$0.1058', 'POL_iNFTspaceToken (INS)_0xb988bd378a0754957d5d9471c96e0f8051645a26:$0.505', 'BSC_Alchemy (ACH)_0xbc7d6b50616989655afd682fb42743507003056d:$0.2121', 'ZKSYNC_Ether (ETH)_0x49be8a0773824e2917f4baccebbdf298e7cf27bd:$0.000074']"
0x49bf8e4008e358dd0bc2fcff837119c4ea3ce2b7,['POL_iNFTspaceToken (INS)_0xb988bd378a0754957d5d9471c96e0f8051645a26:$0.50']
0x49c5d664d01e86389852aa2d2a15b187cf3fe89c,"['ETH_Aave Ethereum USDC (AETHUSDC)_0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c:$103,098.6']"
