Address,Chain-Token-Contract
0x40101e9c6b1526621de874628eb7ff0e70a72ad4,['ETH_MultiVAC (MTV)_0x6226e00bcac68b0fe55583b90a1d727c14fab77f']
0x40127a34a92ab1f32467d6e438410893589db4b2,"['ETH_SHIBA INU (SHIB)_0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce', 'ETH_Tether USD (USDT)_0xdac17f958d2ee523a2206206994597c13d831ec7', 'ETH_Fetch (FET)_0xaea46a60368a7bd060eec7df8cba43b7ef41ad85', 'ETH_Uniswap (UNI)_0x1f9840a85d5af5bf1d1762f925bdaddc4201f984', 'ETH_USDC (USDC)_0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'ETH_Gala (GALA)_0xd1d2eb1b1e90b638588728b4130137d262c87cae', 'ETH_Graph Token (GRT)_0xc944e90c64b2c07662a292be6244bdf05cda44a7', 'ETH_Compound (COMP)_0xc00e94cb662c3520282e6f5717214004a7f26888', 'ETH_ChainLink Token (LINK)_0x514910771af9ca656af840dff83e8264ecf986ca', 'ETH_Decentraland (MANA)_0x0f5d2fb29fb7d3cfee444a200298f468908cc942', 'ETH_Immutable X (IMX)_0xf57e7e7c23978c3caec3c3548e3d615c346e79ff', 'ETH_SushiToken (SUSHI)_0x6b3595068778dd592e39a122f4f5a5cf09c90fe2', 'ETH_ApeCoin (APE)_0x4d224452801aced8b2f0aebe155379bb5d594381', 'ETH_Kyber Network Crystal v2 (KNC)_0xdefa4e8a7bcba345f687a2f1456f5edd9ce97202', 'ETH_Ethereum Name Service (ENS)_0xc18360217d8f7ab5e7c516566761ea12ce7f9d72', 'ETH_EnjinCoin (ENJ)_0xf629cbd94d3791c9250152bd8dfbdf380e2a3b9c', 'ETH_Axie Infinity Shard (AXS)_0xbb0e17ef65f82ab018d8edd776e8dd940327b28b', 'ETH_Radicle (RAD)_0x31c8eacbffdd875c74b94b077895bd78cf1e64a3', 'ETH_LoopringCoin V2 (LRC)_0xbbbbca6a901c926f240b89eacb641d8aec7aeafd', 'ETH_Numeraire (NMR)_0x1776e1f26f98b1a5df9cd347953a26dd3cb46671', 'ETH_Bancor (BNT)_0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c', 'ETH_Ankr Network (ANKR)_0x8290333cef9e6d528dd5618fb97a76f268f3edd4', 'ETH_Aave Token (AAVE)_0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9', 'ETH_Paxos Gold (PAXG)_0x45804880de22913dafe09f4980848ece6ecbaf78', 'ETH_SKALE (SKL)_0x00c83aecc790e8a4453e5dd3b0b4b3680501a7a7', 'ETH_Orchid (OXT)_0x4575f41308ec1483f3d399aa9a2826d74da13deb', 'ETH_SAND (SAND)_0x3845badade8e6dff049820680d1f14bd3903a5d0', 'ETH_Golem Network Token (GLM)_0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429', 'ETH_SAITABIT (SAITABIT)_0x927402ab67c0cda3c187e9dfe34554ac581441f2', 'OP_Ether (ETH)_0x40127a34a92ab1f32467d6e438410893589db4b2', 'OP_Optimism (OP)_0x4200000000000000000000000000000000000042', 'AVAX_Avalanche (AVAX)_0x40127a34a92ab1f32467d6e438410893589db4b2', 'ARB_Arbitrum (ARB)_0x912ce59144191c1204e64559fe8253a0e49e6548', 'ARB_Ether (ETH)_0x40127a34a92ab1f32467d6e438410893589db4b2', 'POL_Polygon (POL)_0x40127a34a92ab1f32467d6e438410893589db4b2', 'BASE_Ether (ETH)_0x40127a34a92ab1f32467d6e438410893589db4b2', 'FTM_Fantom (FTM)_0x40127a34a92ab1f32467d6e438410893589db4b2']"
0x4022accd04550850db53cda0f990bf7fd4ebb6bb,"['ETH_USDC (USDC)_0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'ETH_FTT (FTX TOKEN)_0x50d1c9771902476076ecfc8b2a83ad6b9355a4c9']"
0x402b49def72e471319a08ac4c43331114662c2ea,"['ETH_Uniswap (UNI)_0x1f9840a85d5af5bf1d1762f925bdaddc4201f984', 'ETH_ChainLink Token (LINK)_0x514910771af9ca656af840dff83e8264ecf986ca', 'ETH_ZRX (ZRX)_0xe41d2489571d322189246dafa5ebde1f4699f498', 'ETH_StatusNetwork (SNT)_0x744d70fdbe2ba4cf95131626614a1763df805b9e', 'ETH_Civic (CVC)_0x41e5560054824ea6b0732e656e3ad64e20e94e45', 'ETH_BAT (BAT)_0x0d8775f648430679a709e98d2b0cb6250d2887ef', 'ETH_PowerLedger (POWR)_0x595832f8fc6bf59c85c527fec3740a1b7a361269', 'ETH_Maker (MKR)_0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2', 'ETH_SENTINEL PROTOCOL (UPP)_0xc86d054809623432210c107af2e3f619dcfbf652', 'ETH_Storj (STORJ)_0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac', 'ETH_Orchid (OXT)_0x4575f41308ec1483f3d399aa9a2826d74da13deb', 'ETH_Graph Token (GRT)_0xc944e90c64b2c07662a292be6244bdf05cda44a7', 'ETH_EnjinCoin (ENJ)_0xf629cbd94d3791c9250152bd8dfbdf380e2a3b9c', 'ETH_UniTrade (TRADE)_0x6f87d756daf0503d08eb8993686c7fc01dc44fb1', 'ETH_Healthcare Administration Token (SOLVE)_0x446c9033e7516d820cc9a2ce2d0b7328b579406f', 'ETH_Republic (REN)_0x408e41876cccdc0f92210600ef50372656052a38', 'ETH_SushiToken (SUSHI)_0x6b3595068778dd592e39a122f4f5a5cf09c90fe2', 'ETH_BarnBridge Governance Token (BOND)_0x0391d2021f89dc339f60fff84546ea23e337750f', 'ETH_Reputation (REPV2)_0x221657776846890989a759ba2973e427dff5c9bb', 'ETH_Wrapped MIR Token (MIR)_0x09a3ecafa817268f77be1283176b946c4ff2e608', 'ETH_Armor (ARMOR)_0x1337def16f9b486faed0293eb623dc8395dfe46a']"
0x403466a60252e6339572757645426c62894b8bb6,"['ETH_USDC (USDC)_0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'ETH_Tether USD (USDT)_0xdac17f958d2ee523a2206206994597c13d831ec7', 'ETH_ChainLink Token (LINK)_0x514910771af9ca656af840dff83e8264ecf986ca', 'ETH_Injective Token (INJ)_0xe28b3b32b6c345a34ff64674606124dd5aceca30', 'ETH_Uniswap (UNI)_0x1f9840a85d5af5bf1d1762f925bdaddc4201f984', 'ETH_Cronos Coin (CRO)_0xa0b73e1ff0b80914ab6fe0444e65848c4c34450b', 'ETH_Fantom Token (FTM)_0x4e15361fd6b4bb609fa63c81a2be19d873717870', 'ETH_Matic Token (MATIC)_0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0', 'ETH_FTT (FTX TOKEN)_0x50d1c9771902476076ecfc8b2a83ad6b9355a4c9', 'ETH_ApeCoin (APE)_0x4d224452801aced8b2f0aebe155379bb5d594381', 'ETH_SAND (SAND)_0x3845badade8e6dff049820680d1f14bd3903a5d0', 'ETH_SHIBA INU (SHIB)_0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce', 'ETH_Dai Stablecoin (DAI)_0x6b175474e89094c44da98b954eedeac495271d0f', 'ETH_LooksRare Token (LOOKS)_0xf4d2888d29d722226fafa5d9b24f9164c092421e', 'ETH_Decentraland (MANA)_0x0f5d2fb29fb7d3cfee444a200298f468908cc942', 'ETH_Graph Token (GRT)_0xc944e90c64b2c07662a292be6244bdf05cda44a7', 'ETH_yearn.finance (YFI)_0x0bc529c00c6401aef6d220be8c6ea1667f6ad93e', 'ETH_Aave Token (AAVE)_0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9', 'ETH_SushiToken (SUSHI)_0x6b3595068778dd592e39a122f4f5a5cf09c90fe2', 'ETH_Serum (SRM)_0x476c5e26a75bd202a9683ffd34359c0cc15be0ff', 'ETH_HuobiToken (HT)_0x6f259637dcd74c767781e37bc6133cd6a68aa161', 'BSC_Binance-Peg BSC-USD (BSC-USD)_0x55d398326f99059ff775485246999027b3197955', 'BSC_Binance-Peg USD Coin (USDC)_0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d', 'BSC_BNB Chain (BNB)_0x403466a60252e6339572757645426c62894b8bb6', 'BSC_Binance-Peg Filecoin (FIL)_0x0d8ce2a99bb6e3b7db580ed848240e4a0f9ae153', 'BSC_RecoveryDAO (REC)_0xb922aa024e71a25077d78b593bd6f11f2f412e72', 'BSC_Poollotto.finance (PLT)_0x631c2f0edabac799f07550aee4ff0bf7fd35212b', 'BSC_MultiVAC (MTV)_0x8aa688ab789d1848d131c65d98ceaa8875d97ef1', 'ARB_USD Coin (USDC)_0xaf88d065e77c8cc2239327c5edb3a432268e5831', 'ARB_Tether USD (USDT)_0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9', 'ARB_Ether (ETH)_0x403466a60252e6339572757645426c62894b8bb6', 'AVAX_Avalanche (AVAX)_0x403466a60252e6339572757645426c62894b8bb6', 'POL_Polygon (POL)_0x403466a60252e6339572757645426c62894b8bb6']"
0x403696c3fbf700259e4bd19bd2f9dbb83bcb0c7d,['POL_iNFTspaceToken (INS)_0xb988bd378a0754957d5d9471c96e0f8051645a26']
0x403a7a62c5b5f3a4cc3d6ef1fb5d283a8d2427e1,['ZKSYNC_Ether (ETH)_0x403a7a62c5b5f3a4cc3d6ef1fb5d283a8d2427e1']
0x40443ddfcaaadb9de1b8b96cc21304ad8c1c4b14,"['ETH_Wrapped Ether (WETH)_0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'ETH_Blur Pool (BLUR POOL)_0x0000000000a39bb272e79075ade125fd351887ac']"
0x4057e9305b7e19b00bf3514c0dcde59279174045,"['ETH_Livepeer Token (LPT)_0x58b6a8a3302369daec383334672404ee733ab239', 'ETH_OMG Network (OMG)_0xd26114cd6ee289accf82350c8d8487fedb8a0c07', 'ETH_Streamr (old) (XDATA)_0x0cf0ee63788a0849fe5297f3407f701e122cc023', 'ETH_HEX (HEX)_0x2b591e99afe9f32eaa6214f7b7629768c40eeb39', 'POL_iNFTspaceToken (INS)_0xb988bd378a0754957d5d9471c96e0f8051645a26']"
0x40633fdf1c5473e69f9a33d6c0bd4fe4fec8bdd3,"['ETH_Tether USD (USDT)_0xdac17f958d2ee523a2206206994597c13d831ec7', 'ETH_Wrapped BTC (WBTC)_0x2260fac5e5542a773aa44fbcfedf7c193bc2c599']"
0x40638e9fe6005d9c1f8b7a7b4dec086707fdc84d,"['ETH_USDC (USDC)_0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'ETH_ChainLink Token (LINK)_0x514910771af9ca656af840dff83e8264ecf986ca', 'ETH_SHIBA INU (SHIB)_0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce', 'ETH_Uniswap (UNI)_0x1f9840a85d5af5bf1d1762f925bdaddc4201f984', 'ETH_Matic Token (MATIC)_0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0', 'ETH_Immutable X (IMX)_0xf57e7e7c23978c3caec3c3548e3d615c346e79ff', 'ETH_Polygon Ecosystem Token (POL)_0x455e53cbb86018ac2b8092fdcd39d8444affc3f6', 'ETH_Value (VALU)_0x6d5e345796f6fc568798aac6e8704e736cc1bf2b']"
0x406998fc4274d346b34ec09d004dcf7b8574890b,"['ETH_ChainLink Token (LINK)_0x514910771af9ca656af840dff83e8264ecf986ca', 'AVAX_Avalanche (AVAX)_0x406998fc4274d346b34ec09d004dcf7b8574890b']"
0x406c6d9e9c31e6e36bb92f05db5231eee8d01ff0,"['ETH_Turbo (TURBO)_0xa35923162c49cf95e6bf26623385eb431ad920d3', 'ETH_Pepe (PEPE)_0x6982508145454ce325ddbe47a25d4ec3d2311933', 'ETH_ChainLink Token (LINK)_0x514910771af9ca656af840dff83e8264ecf986ca', 'ETH_BAT (BAT)_0x0d8775f648430679a709e98d2b0cb6250d2887ef', 'ETH_Quant (QNT)_0x4a220e6096b25eadb88358cb44068a3248254675', 'ETH_Fetch (FET)_0xaea46a60368a7bd060eec7df8cba43b7ef41ad85', 'ETH_SHIBA INU (SHIB)_0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce', 'ETH_Gala (GALA)_0xd1d2eb1b1e90b638588728b4130137d262c87cae', 'ETH_AIOZ Network (AIOZ)_0x626e8036deb333b408be468f951bdb42433cbf18', 'ETH_Aave Token (AAVE)_0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9', 'ETH_Graph Token (GRT)_0xc944e90c64b2c07662a292be6244bdf05cda44a7', 'ETH_Tether USD (USDT)_0xdac17f958d2ee523a2206206994597c13d831ec7', 'ETH_Ondo (ONDO)_0xfaba6f8e4a5e8ab82f62fe7c39859fa577269be3', 'ETH_Alkimi Exchange ($ADS)_0x3106a0a076bedae847652f42ef07fd58589e001f', 'ETH_Immutable X (IMX)_0xf57e7e7c23978c3caec3c3548e3d615c346e79ff', 'ETH_ZRX (ZRX)_0xe41d2489571d322189246dafa5ebde1f4699f498', 'ETH_Trace (TRAC)_0xaa7a9ca87d3694b5755f213b5d04094b8d0f0a6f', 'ETH_Uniswap (UNI)_0x1f9840a85d5af5bf1d1762f925bdaddc4201f984', 'ETH_Goldfinch (GFI)_0xdab396ccf3d84cf2d07c4454e10c8a6f5b008d2b', 'ETH_AllianceBlock Nexera Token (NXRA)_0x644192291cc835a93d6330b24ea5f5fedd0eef9e', 'ETH_Ultra Token (UOS)_0xd13c7342e1ef687c5ad21b27c2b65d772cab5c8c', 'ETH_Oraichain Token (ORAI)_0x4c11249814f11b9346808179cf06e71ac328c1b5', 'ETH_Big Time (BIGTIME)_0x64bc2ca1be492be7185faa2c8835d9b824c8a194', 'ETH_Reserve Rights (RSR)_0x320623b8e4ff03373931769a31fc52a4e78b5d70', 'ETH_Pendle (PENDLE)_0x808507121b80c02388fad14726482e061b8da827', 'ETH_FOX (FOX)_0xc770eefad204b5180df6a14ee197d99d808ee52d', 'ETH_Alchemy (ACH)_0xed04915c23f00a313a544955524eb7dbd823143d', 'ETH_SuperVerse (SUPER)_0xe53ec727dbdeb9e2d5456c3be40cff031ab40a55', 'ETH_Spell Token (SPELL)_0x090185f2135308bad17527004364ebcc2d37e5f6', 'ETH_Ducky (DUCKY)_0x699ec925118567b6475fe495327ba0a778234aaa', 'ETH_Crypto Asset Governance Alliance (CAGA)_0xbddc20ed7978b7d59ef190962f441cd18c14e19f', 'ETH_LivingTheDream (LTD)_0x1fdb29ad49330b07ae5a87483f598aa6b292039e', 'ETH_PLANET (PLANET)_0x2ad9addd0d97ec3cdba27f92bf6077893b76ab0b', 'ETH_Pepega (PEPEGA)_0x9634bdb20bbab07bb52d279fa6e0c53ccc89c879', 'ETH_JOKER (JOKER)_0xe0797ec1d0bb0bec541a82c5262c3b0f93f68bfe', 'XDC_Xdc (XDC)_0x406c6d9e9c31e6e36bb92f05db5231eee8d01ff0', 'POL_USD Coin (USDC)_0x3c499c542cef5e3811e1192ce70d8cc03d5c3359', 'POL_Polygon (POL)_0x406c6d9e9c31e6e36bb92f05db5231eee8d01ff0', 'BASE_Brett (BRETT)_0x532f27101965dd16442e59d40670faf5ebb142e4', 'BASE_Aerodrome (AERO)_0x940181a94a35a4569e4529a3cdfb74e38fd98631', 'BASE_Sekuya (SKYA)_0x623cd3a3edf080057892aaf8d773bbb7a5c9b6e9', 'BASE_Law of  Attraction (LOA)_0x8d3419b9a18651f3926a205ee0b1acea1e7192de', 'AVAX_Avalanche (AVAX)_0x406c6d9e9c31e6e36bb92f05db5231eee8d01ff0', 'FTM_Fantom (FTM)_0x406c6d9e9c31e6e36bb92f05db5231eee8d01ff0']"
0x407337a8f806c62ff216335b4e9746c426eb2db0,"['OP_Optimism (OP)_0x4200000000000000000000000000000000000042', 'POL_iNFTspaceToken (INS)_0xb988bd378a0754957d5d9471c96e0f8051645a26']"
0x4085607d49c5e6eb9af262a156a9089cd04d3e5c,"['ETH_Alchemy (ACH)_0xed04915c23f00a313a544955524eb7dbd823143d', 'POL_iNFTspaceToken (INS)_0xb988bd378a0754957d5d9471c96e0f8051645a26', 'BSC_Alchemy (ACH)_0xbc7d6b50616989655afd682fb42743507003056d', 'ZKSYNC_Ether (ETH)_0x4085607d49c5e6eb9af262a156a9089cd04d3e5c', 'BASE_Ether (ETH)_0x4085607d49c5e6eb9af262a156a9089cd04d3e5c', 'LINEA_Ether (ETH)_0x4085607d49c5e6eb9af262a156a9089cd04d3e5c']"
0x4090f7360afa0e3a73a62293ad74cfb4d3fdf474,['ETH_Tether USD (USDT)_0xdac17f958d2ee523a2206206994597c13d831ec7']
0x4097d17d65f197dc66356b651475260839783714,['POL_iNFTspaceToken (INS)_0xb988bd378a0754957d5d9471c96e0f8051645a26']
0x40a089189024c00d464a28048b4c96b5e4ca6065,['POL_iNFTspaceToken (INS)_0xb988bd378a0754957d5d9471c96e0f8051645a26']
0x40a2a858291138dd84b5301e33b41ceff4239e39,['OP_Optimism (OP)_0x4200000000000000000000000000000000000042']
0x40c49e413a70769a2c802fc89fe5e1812739accc,['POL_iNFTspaceToken (INS)_0xb988bd378a0754957d5d9471c96e0f8051645a26']
0x40c57c8974b3d2bbd8472d264803ae819d12bdff,['POL_iNFTspaceToken (INS)_0xb988bd378a0754957d5d9471c96e0f8051645a26']
0x40daf92d06e79a155ce114d84c3affbdf042e15e,"['ETH_stETH (STETH)_0xae7ab96520de3a18e5e111b5eaab095312d7fe84', 'ETH_USDC (USDC)_0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'ETH_Tether USD (USDT)_0xdac17f958d2ee523a2206206994597c13d831ec7', 'BSC_Lunar Doge (LDOGE)_0x1eca0f549ef9b42fa1933e70a15b2db437ab0a84', 'BSC_BNB Chain (BNB)_0x40daf92d06e79a155ce114d84c3affbdf042e15e', 'BSC_Binance-Peg BSC-USD (BSC-USD)_0x55d398326f99059ff775485246999027b3197955']"
0x40e05127edcbbdded71ad921410528dd323df5a1,"['ETH_HEX (HEX)_0x2b591e99afe9f32eaa6214f7b7629768c40eeb39', 'POL_iNFTspaceToken (INS)_0xb988bd378a0754957d5d9471c96e0f8051645a26']"
0x40e0b81b03b65b540a4daecccf80278d7ac7f28b,"['ETH_stETH (STETH)_0xae7ab96520de3a18e5e111b5eaab095312d7fe84', 'ETH_OMG Network (OMG)_0xd26114cd6ee289accf82350c8d8487fedb8a0c07', 'ETH_Livepeer Token (LPT)_0x58b6a8a3302369daec383334672404ee733ab239', 'ETH_Streamr (old) (XDATA)_0x0cf0ee63788a0849fe5297f3407f701e122cc023', 'ETH_HEX (HEX)_0x2b591e99afe9f32eaa6214f7b7629768c40eeb39', 'POL_iNFTspaceToken (INS)_0xb988bd378a0754957d5d9471c96e0f8051645a26']"
0x40e8483d83022aa1a2d50542eba6a4abc126db1a,"['ETH_OMG Network (OMG)_0xd26114cd6ee289accf82350c8d8487fedb8a0c07', 'ETH_Livepeer Token (LPT)_0x58b6a8a3302369daec383334672404ee733ab239', 'ETH_HEX (HEX)_0x2b591e99afe9f32eaa6214f7b7629768c40eeb39', 'ETH_Alchemy (ACH)_0xed04915c23f00a313a544955524eb7dbd823143d', 'POL_iNFTspaceToken (INS)_0xb988bd378a0754957d5d9471c96e0f8051645a26', 'BSC_Alchemy (ACH)_0xbc7d6b50616989655afd682fb42743507003056d']"
0x40ea5044b204b23076b1a5803bf1d30c0f88871a,"['ETH_OMG Network (OMG)_0xd26114cd6ee289accf82350c8d8487fedb8a0c07', 'ETH_Streamr (old) (XDATA)_0x0cf0ee63788a0849fe5297f3407f701e122cc023', 'ETH_Livepeer Token (LPT)_0x58b6a8a3302369daec383334672404ee733ab239', 'ETH_HEX (HEX)_0x2b591e99afe9f32eaa6214f7b7629768c40eeb39', 'ETH_Alchemy (ACH)_0xed04915c23f00a313a544955524eb7dbd823143d', 'POL_iNFTspaceToken (INS)_0xb988bd378a0754957d5d9471c96e0f8051645a26', 'BSC_Alchemy (ACH)_0xbc7d6b50616989655afd682fb42743507003056d', 'ZKSYNC_Ether (ETH)_0x40ea5044b204b23076b1a5803bf1d30c0f88871a', 'SCROLL_Ether (ETH)_0x40ea5044b204b23076b1a5803bf1d30c0f88871a', 'LINEA_Ether (ETH)_0x40ea5044b204b23076b1a5803bf1d30c0f88871a']"
0x40f0da09e4dc59857960a017bdc8b73444f3ffcd,"['ETH_Ethereum Name Service (ENS)_0xc18360217d8f7ab5e7c516566761ea12ce7f9d72', 'ETH_SAITABIT (SAITABIT)_0x927402ab67c0cda3c187e9dfe34554ac581441f2', 'BSC_Binance-Peg ChainLink Token (LINK)_0xf8a0bf9cf54bb92f17374d9e9a321e6a111a51bd', 'BSC_BNB Chain (BNB)_0x40f0da09e4dc59857960a017bdc8b73444f3ffcd', 'BSC_Poollotto.finance (PLT)_0x631c2f0edabac799f07550aee4ff0bf7fd35212b']"
0x40f50e8352d64af0ddda6ad6c94b5774884687c3,"['ETH_OMG Network (OMG)_0xd26114cd6ee289accf82350c8d8487fedb8a0c07', 'ETH_Streamr (old) (XDATA)_0x0cf0ee63788a0849fe5297f3407f701e122cc023', 'ETH_Livepeer Token (LPT)_0x58b6a8a3302369daec383334672404ee733ab239', 'ETH_HEX (HEX)_0x2b591e99afe9f32eaa6214f7b7629768c40eeb39', 'ETH_Geojam (JAM)_0x23894dc9da6c94ecb439911caf7d337746575a72', 'ETH_ElectrifyAsia (ELEC)_0xd49ff13661451313ca1553fd6954bd1d9b6e02b9', 'ETH_Strawberry AI (BERRY)_0xcb76314c2540199f4b844d4ebbc7998c604880ca', 'ETH_Alchemy (ACH)_0xed04915c23f00a313a544955524eb7dbd823143d', 'BASE_Penjamin Blinkerton (PEN)_0xd7d919ea0c33a97ad6e7bd4f510498e2ec98cb78', 'POL_iNFTspaceToken (INS)_0xb988bd378a0754957d5d9471c96e0f8051645a26', 'BSC_Alchemy (ACH)_0xbc7d6b50616989655afd682fb42743507003056d', 'BSC_BNB Chain (BNB)_0x40f50e8352d64af0ddda6ad6c94b5774884687c3', 'ARBNOVA_Ether (ETH)_0x40f50e8352d64af0ddda6ad6c94b5774884687c3', 'OP_Ether (ETH)_0x40f50e8352d64af0ddda6ad6c94b5774884687c3']"
0x41028de7e2afd1d45bec0dfc6aa1123d82bec5a0,['ETH_USDC (USDC)_0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48']
0x410e226dfbf394b24a1ff599606c8894eb5d4596,"['ETH_Tether USD (USDT)_0xdac17f958d2ee523a2206206994597c13d831ec7', 'ETH_USDC (USDC)_0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48']"
0x411147c328e430538c6606af6d3b57fd818f5f11,"['ETH_Maker (MKR)_0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2', 'ETH_Lido DAO Token (LDO)_0x5a98fcbea516cf06857215779fd812ca3bef1b32', 'ETH_Uniswap (UNI)_0x1f9840a85d5af5bf1d1762f925bdaddc4201f984', 'ETH_Ethereum Name Service (ENS)_0xc18360217d8f7ab5e7c516566761ea12ce7f9d72', 'ETH_Maple Token (MPL)_0x33349b282065b0284d756f0577fb39c158f935e6', 'ETH_Aave Token (AAVE)_0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9', 'ETH_Synthetix Network Token (SNX)_0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f', 'ETH_Ribbon (RBN)_0x6123b0049f904d730db3c36a31167d9d4121fa6b', 'ETH_Flex Ungovernance Token (FLX)_0x6243d8cea23066d098a15582d81a598b4e8391f4', 'ETH_yearn.finance (YFI)_0x0bc529c00c6401aef6d220be8c6ea1667f6ad93e', 'ETH_Compound (COMP)_0xc00e94cb662c3520282e6f5717214004a7f26888', 'ETH_BlueSparrowToken (BLUESPARROW)_0x24ccedebf841544c9e6a62af4e8c2fa6e5a46fde', 'ETH_MultiVAC (MTV)_0x6226e00bcac68b0fe55583b90a1d727c14fab77f', 'ETH_SAITABIT (SAITABIT)_0x927402ab67c0cda3c187e9dfe34554ac581441f2', 'AVAX_Avalanche (AVAX)_0x411147c328e430538c6606af6d3b57fd818f5f11', 'OP_Optimism (OP)_0x4200000000000000000000000000000000000042', 'BASE_Ether (ETH)_0x411147c328e430538c6606af6d3b57fd818f5f11']"
0x412c637133732ce163f886226f46537519bc92a8,"['BSC_Binance-Peg USD Coin (USDC)_0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d', 'BSC_Trust Wallet (TWT)_0x4b0f1812e5df2a09796481ff14017e6005508003', 'POL_Polygon (POL)_0x412c637133732ce163f886226f46537519bc92a8']"
0x4134d46871e92b63fda240b29c94244286ed3218,"['ETH_HEX (HEX)_0x2b591e99afe9f32eaa6214f7b7629768c40eeb39', 'POL_iNFTspaceToken (INS)_0xb988bd378a0754957d5d9471c96e0f8051645a26']"
0x413933b69b33174f246f32603ccab9a1c95927bd,['ETH_GoMining Token (GMT)_0x7ddc52c4de30e94be3a6a0a2b259b2850f421989']
0x4176cb75cf586ba47263d26573e618f64f34788c,"['ETH_StatusNetwork (SNT)_0x744d70fdbe2ba4cf95131626614a1763df805b9e', 'ETH_Streamr (old) (XDATA)_0x0cf0ee63788a0849fe5297f3407f701e122cc023', 'ETH_Livepeer Token (LPT)_0x58b6a8a3302369daec383334672404ee733ab239', 'ETH_TenXPay (PAY)_0xb97048628db6b661d4c2aa833e95dbe1a905b280', 'ETH_SNGLS (SNGLS)_0xaec2e87e0a235266d9c5adc9deb4b2e29b54d009', 'ETH_HEX (HEX)_0x2b591e99afe9f32eaa6214f7b7629768c40eeb39', 'POL_iNFTspaceToken (INS)_0xb988bd378a0754957d5d9471c96e0f8051645a26']"
0x41849f3bd33ced4a21c73fddd4a595e22a3c2251,['ETH_HEX (HEX)_0x2b591e99afe9f32eaa6214f7b7629768c40eeb39']
0x418a0b7c33b0424965ffa0f920945cd4cf7b5670,"['ETH_Safe Token (SAFE)_0x5afe3855358e112b5647b952709e6165e1c1eeee', 'OP_Ether (ETH)_0x418a0b7c33b0424965ffa0f920945cd4cf7b5670']"
0x419b6e02025e81091225945f590beffa82a401ec,"['ETH_Trustcoin (TRST)_0xcb94be6f13a1182e4a4b6140cb7bf2025d28e41b', 'ETH_Livepeer Token (LPT)_0x58b6a8a3302369daec383334672404ee733ab239', 'ETH_HEX (HEX)_0x2b591e99afe9f32eaa6214f7b7629768c40eeb39', 'POL_iNFTspaceToken (INS)_0xb988bd378a0754957d5d9471c96e0f8051645a26']"
0x41ade980d4ab6a3a3c3ef660f66eba7f16c9daf2,['ETH_Tether USD (USDT)_0xdac17f958d2ee523a2206206994597c13d831ec7']
0x41b7183d3414469fc384215ba5da544fa2617cc5,['POL_iNFTspaceToken (INS)_0xb988bd378a0754957d5d9471c96e0f8051645a26']
0x41c3c2367534d13ba2b33f185cdbe6ac43c2fa31,"['ETH_OMG Network (OMG)_0xd26114cd6ee289accf82350c8d8487fedb8a0c07', 'ETH_Livepeer Token (LPT)_0x58b6a8a3302369daec383334672404ee733ab239', 'ETH_Streamr (old) (XDATA)_0x0cf0ee63788a0849fe5297f3407f701e122cc023', 'ETH_HEX (HEX)_0x2b591e99afe9f32eaa6214f7b7629768c40eeb39']"
0x41c3ed32605610dfdb615e3387f7e1d0cee3887b,['ETH_Tether USD (USDT)_0xdac17f958d2ee523a2206206994597c13d831ec7']
0x41d02938752a066fe5b69fb3f4f3efbc33aa223c,['ZKSYNC_Ether (ETH)_0x41d02938752a066fe5b69fb3f4f3efbc33aa223c']
0x41d12093c7fb9cc4f007c33d5e0a6e1264da9b0f,"['ETH_Dai Stablecoin (DAI)_0x6b175474e89094c44da98b954eedeac495271d0f', 'ETH_Ethereum Name Service (ENS)_0xc18360217d8f7ab5e7c516566761ea12ce7f9d72']"
